Assets,EarningsPerShareBasic,NetIncomeLoss,RetainedEarningsAccumulatedDeficit,StockholdersEquity,anomaly
-0.6198340408153452,0.32446300305539466,0.48513874298782933,-0.05944961008797336,0.0,0
-0.6198340408153452,0.0,0.0,-0.05944961008797336,-0.17398916368289025,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.3122264804562111,-1.0506140000924198,0.0,0.0,0
0.0,-1.2798361329530972,0.0,0.0,0.0,0
-0.9627038992421573,0.07673620338517696,0.0,-0.6732586460093668,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
-0.981410641470403,-0.3688053999777284,-0.3056840157398469,-0.6435088253462476,-0.7494726566499285,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
-0.9147195585010705,-1.0682285627231283,0.0,-0.6320180911761413,-0.5046369955276904,0
0.0,-1.7184471211083352,-1.188501233636443,0.0,0.0,0
